DB Accession Number,ATC Codes,DB SMILES,Neutralized SMILES
DB00762; ZINC000001612996; CHEMBL481,L01CE; L01XX,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
DB00763; ZINC000001187543,H03BB,CN1C=CNC1=S,Cn1cc[nH]c1=S
DB00765; ZINC000000000693; CHEMBL1200862; D00762,C02KB,C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O,C[C@](N)(Cc1ccc(O)cc1)C(=O)O
DB00768; ZINC000000001850; CHEMBL1189432; D01192,R01AC; S01GX,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21
DB00770; ZINC000003813088; CHEMBL495,C01EA; G04BE,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O
DB00771,A03CA,C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,C[N@+]12CC[C@H](CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
DB00772; CHEMBL1200468,P03AX,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
DB00773; ZINC000003938684; CHEMBL44657,L01CB,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
DB00774; CHEMBL1763,C03AA; C03AB; C03AH; G01AE,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
DB00775; ZINC000003806104; CHEMBL916,B01AC,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O
DB00776; ZINC000000004724; CHEMBL1068; D00533,N03AF,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
DB00777; CHEMBL1201210,N05CM,CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2
DB00778,J01FA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
DB00779; CHEMBL5,J01MB,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
DB00780; ZINC000019166991; CHEMBL1089,N06AF,NNCCC1=CC=CC=C1,NNCCc1ccccc1
DB00782; ZINC000001530761; CHEMBL1180725,A03AB; A03CA,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C
DB00783; ZINC000013520815; CHEMBL135,G02BB; G03AA; G03AB; G03CA; G03EA; G03FA; G03FB; G03HB; H01CC,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
DB00784; ZINC000000020241; CHEMBL686,M01AG,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,Cc1cccc(Nc2ccccc2C(=O)O)c1C
DB00787,D06BB; J05AB; S01AD,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
DB00788; ZINC000000105216; CHEMBL154,G02CC; M01AE; M02AA; N02CC,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
DB00790; ZINC000003812867; CHEMBL1581,C09AA; C09BA; C09BB; C09BX; C10BX,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
DB00791,L01AD,ClCCN(CCCl)C1=CNC(=O)NC1=O,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1
DB00792; CHEMBL1241,D04AA; R06AC,CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1,CN(C)CCN(Cc1ccccc1)c1ccccn1
DB00793; CHEMBL1289,D01AE,ClC1=CC(Cl)=C(Cl)C=C1OCC#CI,Clc1cc(Cl)c(OCC#CI)cc1Cl
DB00794; ZINC000000001979; CHEMBL856,N03AA; N05CB,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,CCC1(c2ccccc2)C(=O)NCNC1=O
DB00795; ZINC000003831490; CHEMBL421,A07EC; G01AE,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
DB00797; CHEMBL770,C04AB; M02AX,C(C1=NCCN1)C1=CC=CC=C1,c1ccc(CC2=NCCN2)cc1
DB00799; ZINC000001542199; CHEMBL1657,D05AX,CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
DB00800; CHEMBL588,C01CA,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
DB00801; CHEMBL970,N05BA,FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F
DB00802; ZINC000000601281; CHEMBL634,N01AH,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
DB00804; ZINC000001530613; CHEMBL1123,A03AA,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
DB00805; CHEMBL278819,N06AX,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1
DB00806; ZINC000001530776; CHEMBL628,C04AD; R03DA,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
DB00807; ZINC000001530762; CHEMBL1196,S01HA,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
DB00808; CHEMBL406,C03BA; C09BX; C10BX; G01AE,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
DB00809; CHEMBL1200604,S01FA,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
DB00810; CHEMBL1101,N04AA,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
DB00811; ZINC000001035331; CHEMBL1643; D00423; D00423_rep,J05AB; J05AP,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
DB00812; CHEMBL101,M01AA; M01BA; M02AA,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
DB00813; ZINC000002522669; CHEMBL596,N01AH; N02AB,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
DB00814; ZINC000013129998; CHEMBL599; D00969,M01AC; N01BB,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
DB00816; CHEMBL776,R03AB; R03CB,CC(C)NCC(O)C1=CC(O)=CC(O)=C1,CC(C)NCC(O)c1cc(O)cc(O)c1
DB00817; CHEMBL291157,J01MB,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21
DB00818; ZINC000000968303; CHEMBL526,N01AX,CC(C)C1=CC=CC(C(C)C)=C1O,CC(C)c1cccc(C(C)C)c1O
DB00819; ZINC000003813042; CHEMBL20,G01AE; S01EC,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,CC(=O)Nc1nnc(S(N)(=O)=O)s1
DB00820; ZINC000003993855; CHEMBL779; D02008,C02KX; G04BE; G04CA; G04CB,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O
DB00822; ZINC000001529266; CHEMBL964,N07BB; P03AA,CCN(CC)C(=S)SSC(=S)N(CC)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC
DB00826; ZINC000008220909; CHEMBL1200656,A01AB; A07AA; D01AA; G01AA; S01AA,[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O
DB00827; CHEMBL1208,J01MB,CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
DB00828; ZINC000001530427; CHEMBL1757,J01XX; S02AA,C[C@@H]1O[C@@H]1P(O)(O)=O,C[C@@H]1O[C@@H]1P(=O)(O)O
DB00829; ZINC000000006427; CHEMBL12,N05BA,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
DB00831; ZINC000019418959; CHEMBL422,N05AB,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
DB00832; CHEMBL797,N03AD,CN1C(=O)CC(C1=O)C1=CC=CC=C1,CN1C(=O)CC(c2ccccc2)C1=O
DB00833; ZINC000003812869; CHEMBL1201018,J01DC,[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
DB00834; ZINC000003831128; CHEMBL1276308,G03XB,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
DB00835; CHEMBL811,R06AB,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
DB00836; ZINC000000537928; CHEMBL841,A07DA,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
DB00838,D07AB,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
DB00839; CHEMBL817,A10BB; G01AE,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
DB00841; CHEMBL926,C01CA,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
DB00842; CHEMBL568,N05BA,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
DB00843; CHEMBL502; D07869,N06DA,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
DB00844; ZINC000003812989; CHEMBL895,N02AF,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
DB00845,J04BA,CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
DB00846; ZINC000004097308; CHEMBL1201012,D07AC; D07CC,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
DB00847; ZINC000008034121; CHEMBL602; D03635,A16AA; S01XA,NCCS,NCCS
DB00848; CHEMBL1454,P02CE,C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,c1ccc([C@H]2CN3CCSC3=N2)cc1
DB00849; CHEMBL45029,N03AA; N05CB,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
DB00850; ZINC000019228902; CHEMBL567,N05AB,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
DB00851; ZINC000100019007; CHEMBL476,L01AX,CN(C)\N=N\C1=C(N=CN1)C(N)=O,CN(C)/N=N/c1[nH]cnc1C(N)=O
DB00852; ZINC000000020259; CHEMBL1590,R01BA,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,CN[C@@H](C)[C@@H](O)c1ccccc1
DB00853; ZINC000001482184; CHEMBL810; D06067,L01AX,CN1N=NC2=C(N=CN2C1=O)C(N)=O,Cn1nnc2c(C(N)=O)ncn2c1=O
DB00855; ZINC000003782550; CHEMBL601; D02908,L01XD,NCC(=O)CCC(O)=O,NCC(=O)CCC(=O)O
DB00856,D01AE,OCC(O)COC1=CC=C(Cl)C=C1,OCC(O)COc1ccc(Cl)cc1
DB00857; ZINC000001530981; CHEMBL822,D01AE; D01BA,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
DB00859; ZINC000000114127; CHEMBL1430,M01CC,[H][C@](N)(C(O)=O)C(C)(C)S,CC(C)(S)[C@@H](N)C(=O)O
DB00860; ZINC000003833821; CHEMBL131,A01AC; A07EA; C05AA; D07AA; D07BA; D07CA; D07XA; H02AB; L02BX; R01AD; S01BA; S01BB; S01CA; S01CB; S02BA; S02CA; S03BA; S03CA,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
DB00861; ZINC000000020243; CHEMBL898,N02BA,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
DB00862; CHEMBL1520,G04BE,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12
DB00863; CHEMBL1790041,A02BA,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
DB00864; ZINC000169289411; CHEMBL3989887,D11AH; L04AD,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
DB00867,G02CA,C[C@@H](NCCC1=CC=C(O)C=C1)[C@@H](O)C1=CC=C(O)C=C1,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1
DB00868; ZINC000003830276; CHEMBL1374379,R05DB,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1
DB00869; ZINC000001530621; CHEMBL218490,G01AE; S01EC,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
DB00870; CHEMBL956,M01AE,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
DB00871; CHEMBL1760,R03AC; R03CC,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
DB00872,C03XA,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2
DB00874; CHEMBL980,R05CA,COC1=CC=CC=C1OCC(O)CO,COc1ccccc1OCC(O)CO
DB00875; CHEMBL54661,N05AF,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
DB00876; ZINC000029319828; CHEMBL813,C09CA; C09DA,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1
DB00877; CHEMBL413,L01EG; L04AA; L04AH; S01XA,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
DB00878; CHEMBL790,A01AB; B05CA; D08AC; D09AA; R02AA; S01AX; S02AA; S03AA,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1
DB00879; ZINC000003629271; CHEMBL885; D01199,J05AF; J05AR,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
DB00880; ZINC000003872055,C03AA; C03AB; C03AH; G01AE,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
DB00881; ZINC000003801163; CHEMBL1592,C09AA; C09BA,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O
DB00882; CHEMBL2355051,G03GB,CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
DB00883; ZINC000018089317; CHEMBL6622,C01DA; C05AE,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
DB00884; ZINC000001531009; CHEMBL923,M05BA; M05BB,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O
DB00887; ZINC000003813061; CHEMBL1072,C03CA; C03CB; C03EB; G01AE,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
DB00888; ZINC000002539484; CHEMBL427,L01AA,CN(CCCl)CCCl,CN(CCCl)CCCl
DB00889,A04AA,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2,CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2
DB00890; CHEMBL1018,G03CB; G03CC,[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1
DB00891; CHEMBL700,G01AE; J01EB,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
DB00892; CHEMBL1200,D04AB; S01HA,CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
DB00896; ZINC000003945984; CHEMBL1200617,H02AB; S01BA,[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB00897; ZINC000000002212; CHEMBL646,N05CD,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
DB00899; ZINC000000538283; CHEMBL1005; D01177,N01AH,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1
DB00900,J05AF,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1
DB00902; CHEMBL1200959,R06AD,CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1
DB00903; ZINC000000001382; CHEMBL456,C03CC,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
DB00904; CHEMBL46,A04AA,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
DB00905; ZINC000004474405; CHEMBL1200963; D02724,S01EE,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O
